text,url,source_url,concatenated
Dracula Unleashed,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DraculaUnleashed,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Dracula Unleashed':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DraculaUnleashed'
Dragon Ball Z,https://tvtropes.org/pmwiki/pmwiki.php/Anime/DragonBallZ,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Dragon Ball Z':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/DragonBallZ'
Dragon Knights,https://tvtropes.org/pmwiki/pmwiki.php/Manga/DragonKnights,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Dragon Knights':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/DragonKnights'
Dragon Quest V,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DragonQuestV,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Dragon Quest V':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DragonQuestV'
Dreamscape,https://tvtropes.org/pmwiki/pmwiki.php/Film/Dreamscape,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Dreamscape':'https://tvtropes.org/pmwiki/pmwiki.php/Film/Dreamscape'
Drowtales,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Drowtales,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Drowtales':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Drowtales'
Dungeons & Dragons,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/DungeonsAndDragons,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Dungeons & Dragons':'https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/DungeonsAndDragons'
Elementals,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Elementals,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/ComicBooks,'Elementals':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Elementals'
Event Horizon,https://tvtropes.org/pmwiki/pmwiki.php/Film/EventHorizon,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Event Horizon':'https://tvtropes.org/pmwiki/pmwiki.php/Film/EventHorizon'
Fable III,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FableIII,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Fable III':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FableIII'
Fairy Tail,https://tvtropes.org/pmwiki/pmwiki.php/Manga/FairyTail,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Fairy Tail':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/FairyTail'
Final Fantasy Tactics Advance,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FinalFantasyTacticsAdvance,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Final Fantasy Tactics Advance':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/FinalFantasyTacticsAdvance'
Fullmetal Alchemist,https://tvtropes.org/pmwiki/pmwiki.php/Manga/FullmetalAlchemist,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Fullmetal Alchemist':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/FullmetalAlchemist'
Fullmetal Alchemist (2003),https://tvtropes.org/pmwiki/pmwiki.php/Anime/FullmetalAlchemist2003,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Fullmetal Alchemist (2003)':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/FullmetalAlchemist2003'
Gargoyles,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Gargoyles,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Gargoyles':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Gargoyles'
Generator Rex,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/GeneratorRex,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Generator Rex':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/GeneratorRex'
Getter Robo,https://tvtropes.org/pmwiki/pmwiki.php/Manga/GetterRobo,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Getter Robo':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/GetterRobo'
God of War: Ascension,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GodOfWarAscension,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'God of War: Ascension':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GodOfWarAscension'
Gonna Be the Twin-Tail!!,https://tvtropes.org/pmwiki/pmwiki.php/Literature/GonnaBeTheTwinTail,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Gonna Be the Twin-Tail!!':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/GonnaBeTheTwinTail'
Gravity Falls,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/GravityFalls,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Gravity Falls':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/GravityFalls'
Green Lantern,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/GreenLantern,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/ComicBooks,'Green Lantern':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/GreenLantern'
Group,https://tvtropes.org/pmwiki/pmwiki.php/Roleplay/WeAreOurAvatars,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Group':'https://tvtropes.org/pmwiki/pmwiki.php/Roleplay/WeAreOurAvatars'
Hansel & Gretel: Witch Hunters,https://tvtropes.org/pmwiki/pmwiki.php/Film/HanselAndGretelWitchHunters,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Hansel & Gretel: Witch Hunters':'https://tvtropes.org/pmwiki/pmwiki.php/Film/HanselAndGretelWitchHunters'
Harley Quinn (2019),https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/HarleyQuinn2019,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Harley Quinn (2019)':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/HarleyQuinn2019'
Harry Potter,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HarryPotter,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/Literature,'Harry Potter':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HarryPotter'
Harry Potter and the Deathly Hallows,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HarryPotterAndTheDeathlyHallows,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/Literature,'Harry Potter and the Deathly Hallows':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HarryPotterAndTheDeathlyHallows'
Heaven's Lost Property,https://tvtropes.org/pmwiki/pmwiki.php/Manga/HeavensLostProperty,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Heaven's Lost Property':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/HeavensLostProperty'
Heroes,https://tvtropes.org/pmwiki/pmwiki.php/Series/Heroes,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/LiveActionTV,'Heroes':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Heroes'
High School D×D,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HighSchoolDXD,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'High School D×D':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HighSchoolDXD'
Inuyasha the Movie: Fire on the Mystic Island,https://tvtropes.org/pmwiki/pmwiki.php/Anime/InuYashaTheMovieFireOnTheMysticIsland,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Inuyasha the Movie: Fire on the Mystic Island':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/InuYashaTheMovieFireOnTheMysticIsland'
Jean,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/JeanGrey,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Jean':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/JeanGrey'
JoJo's Bizarre Adventure,https://tvtropes.org/pmwiki/pmwiki.php/Manga/JoJosBizarreAdventure,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'JoJo's Bizarre Adventure':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/JoJosBizarreAdventure'
Justice League of America,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/JusticeLeagueOfAmerica,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/ComicBooks,'Justice League of America':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/JusticeLeagueOfAmerica'
Justice League Unlimited,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/JusticeLeagueUnlimited,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Justice League Unlimited':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/JusticeLeagueUnlimited'
Kakashi,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Naruto,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Kakashi':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/Naruto'
Kamen Rider Double,https://tvtropes.org/pmwiki/pmwiki.php/Series/KamenRiderDouble,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/LiveActionTV,'Kamen Rider Double':'https://tvtropes.org/pmwiki/pmwiki.php/Series/KamenRiderDouble'
Kamen Rider Kabuto,https://tvtropes.org/pmwiki/pmwiki.php/Series/KamenRiderKabuto,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/LiveActionTV,'Kamen Rider Kabuto':'https://tvtropes.org/pmwiki/pmwiki.php/Series/KamenRiderKabuto'
Legion of Super-Heroes,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/LegionOfSuperHeroes,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Legion of Super-Heroes':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/LegionOfSuperHeroes'
Lex Luthor,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/LexLuthor,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Lex Luthor':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/LexLuthor'
Lord of Light,https://tvtropes.org/pmwiki/pmwiki.php/Literature/LordOfLight,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/Literature,'Lord of Light':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/LordOfLight'
Lost,https://tvtropes.org/pmwiki/pmwiki.php/Series/Lost,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/LiveActionTV,'Lost':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Lost'
Magi: Labyrinth of Magic,https://tvtropes.org/pmwiki/pmwiki.php/Manga/MagiLabyrinthOfMagic,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'Magi: Labyrinth of Magic':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/MagiLabyrinthOfMagic'
Magic Time,https://tvtropes.org/pmwiki/pmwiki.php/Literature/MagicTime,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/Literature,'Magic Time':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/MagicTime'
Majora's Mask,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TheLegendOfZeldaMajorasMask,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Majora's Mask':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TheLegendOfZeldaMajorasMask'
Martian Manhunter,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/MartianManhunter,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/ComicBooks,'Martian Manhunter':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/MartianManhunter'
Metal Gear,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGear,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Metal Gear':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGear'
Metal Gear Solid 3: Snake Eater,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGearSolid3SnakeEater,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Metal Gear Solid 3: Snake Eater':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGearSolid3SnakeEater'
Metal Gear Solid 4: Guns of the Patriots,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGearSolid4GunsOfThePatriots,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Metal Gear Solid 4: Guns of the Patriots':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetalGearSolid4GunsOfThePatriots'
Metroid Prime 3: Corruption,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetroidPrime3Corruption,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Metroid Prime 3: Corruption':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/MetroidPrime3Corruption'
Monte Cook's World of Darkness,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/MonteCooksWorldOfDarkness,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Monte Cook's World of Darkness':'https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/MonteCooksWorldOfDarkness'
Moon Girl and Devil Dinosaur (2023),https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/MoonGirlAndDevilDinosaur2023,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Moon Girl and Devil Dinosaur (2023)':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/MoonGirlAndDevilDinosaur2023'
Mortal Kombat: The Movie,https://tvtropes.org/pmwiki/pmwiki.php/Film/MortalKombatTheMovie,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Mortal Kombat: The Movie':'https://tvtropes.org/pmwiki/pmwiki.php/Film/MortalKombatTheMovie'
Ms. Marvel,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/CarolDanvers,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/WesternAnimation,'Ms. Marvel':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/CarolDanvers'
My Little Pony: Friendship Is Magic,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/MyLittlePonyFriendshipIsMagic,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/FanWorks,'My Little Pony: Friendship Is Magic':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/MyLittlePonyFriendshipIsMagic'
Mystique,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Mystique,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Mystique':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Mystique'
Myth-Taken Identity,https://tvtropes.org/pmwiki/pmwiki.php/Literature/MythAdventures,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/Literature,'Myth-Taken Identity':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/MythAdventures'
Nabari no Ou,https://tvtropes.org/pmwiki/pmwiki.php/Manga/NabariNoOu,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Nabari no Ou':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/NabariNoOu'
Nana,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Nana,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Nana':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/Nana'
NEO: The World Ends with You,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/NEOTheWorldEndsWithYou,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'NEO: The World Ends with You':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/NEOTheWorldEndsWithYou'
Nodwick,https://tvtropes.org/pmwiki/pmwiki.php/ComicStrip/Nodwick,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Nodwick':'https://tvtropes.org/pmwiki/pmwiki.php/ComicStrip/Nodwick'
Nodwick,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Nodwick,https://tvtropes.org/pmwiki/pmwiki.php/Main/ShapeshifterGuiltTrip,'Nodwick':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Nodwick'
One Piece,https://tvtropes.org/pmwiki/pmwiki.php/Manga/OnePiece,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/AnimeAndManga,'One Piece':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/OnePiece'
OrangeLemon's Sannin Swap,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/OrangeLemonsSanninSwap,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/FanWorks,'OrangeLemon's Sannin Swap':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/OrangeLemonsSanninSwap'
Paper Mario: The Thousand-Year Door,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/PaperMarioTheThousandYearDoor,https://tvtropes.org/pmwiki/pmwiki.php/ShapeshifterGuiltTrip/VideoGames,'Paper Mario: The Thousand-Year Door':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/PaperMarioTheThousandYearDoor'
