text,url,source_url,concatenated
Star Trek (2009),https://tvtropes.org/pmwiki/pmwiki.php/Film/StarTrek2009,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Star Trek (2009)':'https://tvtropes.org/pmwiki/pmwiki.php/Film/StarTrek2009'
American Dad!,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/AmericanDad,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/WesternAnimation,'American Dad!':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/AmericanDad'
Anarky,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Anarky,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/ComicBooks,'Anarky':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Anarky'
And Then There Were None,https://tvtropes.org/pmwiki/pmwiki.php/Literature/AndThenThereWereNone,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'And Then There Were None':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/AndThenThereWereNone'
Angel,https://tvtropes.org/pmwiki/pmwiki.php/Series/Angel,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionTV,'Angel':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Angel'
Arsenic and Old Lace,https://tvtropes.org/pmwiki/pmwiki.php/Film/ArsenicAndOldLace,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionFilms,'Arsenic and Old Lace':'https://tvtropes.org/pmwiki/pmwiki.php/Film/ArsenicAndOldLace'
Artery Gear: Fusion,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ArteryGearFusion,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Artery Gear: Fusion':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/ArteryGearFusion'
"Arthur, King of Time and Space",https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/ArthurKingOfTimeAndSpace,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,"'Arthur, King of Time and Space':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/ArthurKingOfTimeAndSpace'"
Ashes of the Singularity,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AshesOfTheSingularity,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Ashes of the Singularity':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/AshesOfTheSingularity'
At the Mountains of Madness,https://tvtropes.org/pmwiki/pmwiki.php/Literature/AtTheMountainsOfMadness,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'At the Mountains of Madness':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/AtTheMountainsOfMadness'
Avatar: The Last Airbender,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/AvatarTheLastAirbender,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Avatar: The Last Airbender':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/AvatarTheLastAirbender'
AVP: Alien vs. Predator,https://tvtropes.org/pmwiki/pmwiki.php/Film/AVPAlienVsPredator,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionFilms,'AVP: Alien vs. Predator':'https://tvtropes.org/pmwiki/pmwiki.php/Film/AVPAlienVsPredator'
Awful Hospital,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/AwfulHospital,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,'Awful Hospital':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/AwfulHospital'
Babylon 5,https://tvtropes.org/pmwiki/pmwiki.php/Series/BabylonFive,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionTV,'Babylon 5':'https://tvtropes.org/pmwiki/pmwiki.php/Series/BabylonFive'
Baccano!,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Baccano,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Baccano!':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/Baccano'
Bakemonogatari,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Bakemonogatari,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Bakemonogatari':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/Bakemonogatari'
Baldur's Gate II,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BaldursGateII,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Baldur's Gate II':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BaldursGateII'
Batman,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Batman,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/ComicBooks,'Batman':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Batman'
Batman: The Animated Series,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BatmanTheAnimatedSeries,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/WesternAnimation,'Batman: The Animated Series':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BatmanTheAnimatedSeries'
Batman: The Telltale Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BatmanTheTelltaleSeries,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Batman: The Telltale Series':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/BatmanTheTelltaleSeries'
Battle Angel Alita,https://tvtropes.org/pmwiki/pmwiki.php/Manga/BattleAngelAlita,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Battle Angel Alita':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/BattleAngelAlita'
Battlestar Galactica,https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalactica2003,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionTV,'Battlestar Galactica':'https://tvtropes.org/pmwiki/pmwiki.php/Series/BattlestarGalactica2003'
Beast Wars,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BeastWars,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/WesternAnimation,'Beast Wars':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BeastWars'
Berserker,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Berserker,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Berserker':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/Berserker'
Big Hero 6,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BigHero6,https://tvtropes.org/pmwiki/pmwiki.php/Main/BlueAndOrangeMorality,'Big Hero 6':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/BigHero6'
Bizarro,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Bizarro,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Bizarro':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Bizarro'
Bizarrogirl,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Bizarrogirl,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/ComicBooks,'Bizarrogirl':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Bizarrogirl'
Blackest Night,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/BlackestNight,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/ComicBooks,'Blackest Night':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/BlackestNight'
Bleach,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Bleach,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Bleach':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/Bleach'
Blindsight,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Blindsight,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Blindsight':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/Blindsight'
Blood+,https://tvtropes.org/pmwiki/pmwiki.php/Anime/BloodPlus,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Blood+':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/BloodPlus'
Blue Drop,https://tvtropes.org/pmwiki/pmwiki.php/Manga/BlueDrop,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Blue Drop':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/BlueDrop'
Borat,https://tvtropes.org/pmwiki/pmwiki.php/Film/Borat,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionFilms,'Borat':'https://tvtropes.org/pmwiki/pmwiki.php/Film/Borat'
Borderlands,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Borderlands,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Borderlands':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Borderlands'
Brave New World,https://tvtropes.org/pmwiki/pmwiki.php/Literature/BraveNewWorld,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Brave New World':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/BraveNewWorld'
Brimstone Valley Mall,https://tvtropes.org/pmwiki/pmwiki.php/Podcast/BrimstoneValleyMall,https://tvtropes.org/pmwiki/pmwiki.php/Main/BlueAndOrangeMorality,'Brimstone Valley Mall':'https://tvtropes.org/pmwiki/pmwiki.php/Podcast/BrimstoneValleyMall'
Candorville,https://tvtropes.org/pmwiki/pmwiki.php/ComicStrip/Candorville,https://tvtropes.org/pmwiki/pmwiki.php/Main/BlueAndOrangeMorality,'Candorville':'https://tvtropes.org/pmwiki/pmwiki.php/ComicStrip/Candorville'
Captain Marvel,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Shazam,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Captain Marvel':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Shazam'
Cells NOT at Work!,https://tvtropes.org/pmwiki/pmwiki.php/Manga/CellsNotAtWork,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Cells NOT at Work!':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/CellsNotAtWork'
ChalkZone,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/ChalkZone,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'ChalkZone':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/ChalkZone'
Champions of Far'aus,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/ChampionsOfFaraus,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,'Champions of Far'aus':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/ChampionsOfFaraus'
Chanur series;,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChanurNovels,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Chanur series;':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChanurNovels'
Childhood's End,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChildhoodsEnd,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Childhood's End':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChildhoodsEnd'
Chilling Adventures of Sabrina,https://tvtropes.org/pmwiki/pmwiki.php/Series/ChillingAdventuresOfSabrina,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionTV,'Chilling Adventures of Sabrina':'https://tvtropes.org/pmwiki/pmwiki.php/Series/ChillingAdventuresOfSabrina'
Chronicle of the Unhewn Throne,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChronicleOfTheUnhewnThrone,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Chronicle of the Unhewn Throne':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChronicleOfTheUnhewnThrone'
Chronicles of Thomas Covenant,https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChroniclesOfThomasCovenant,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Chronicles of Thomas Covenant':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/ChroniclesOfThomasCovenant'
Ciaphas Cain,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CiaphasCain,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/TabletopGames,'Ciaphas Cain':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/CiaphasCain'
Code Geass,https://tvtropes.org/pmwiki/pmwiki.php/Anime/CodeGeass,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Code Geass':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/CodeGeass'
Codex Alera,https://tvtropes.org/pmwiki/pmwiki.php/Literature/CodexAlera,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Codex Alera':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/CodexAlera'
Collar 6,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Collar6,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,'Collar 6':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Collar6'
Command & Conquer: Tiberian Sun,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquerTiberianSun,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Command & Conquer: Tiberian Sun':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CommandAndConquerTiberianSun'
Consolers,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Consolers,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,'Consolers':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Consolers'
Cosmere,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheCosmere,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Cosmere':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheCosmere'
Creation (1981),https://tvtropes.org/pmwiki/pmwiki.php/Literature/Creation1981,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Creation (1981)':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/Creation1981'
Crysis,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Crysis,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Crysis':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Crysis'
Cube Escape,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CubeEscape,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Cube Escape':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/CubeEscape'
Cyrano de Bergerac,https://tvtropes.org/pmwiki/pmwiki.php/Theatre/CyranoDeBergerac,https://tvtropes.org/pmwiki/pmwiki.php/Main/BlueAndOrangeMorality,'Cyrano de Bergerac':'https://tvtropes.org/pmwiki/pmwiki.php/Theatre/CyranoDeBergerac'
Dan and Mab's Furry Adventures,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/DanAndMabsFurryAdventures,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,'Dan and Mab's Furry Adventures':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/DanAndMabsFurryAdventures'
Dan Vs.,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/DanVs,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/WesternAnimation,'Dan Vs.':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/DanVs'
Danganronpa,https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/Danganronpa,https://tvtropes.org/pmwiki/pmwiki.php/Main/BlueAndOrangeMorality,'Danganronpa':'https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/Danganronpa'
Danganronpa V3: Killing Harmony,https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/DanganronpaV3KillingHarmony,https://tvtropes.org/pmwiki/pmwiki.php/Main/BlueAndOrangeMorality,'Danganronpa V3: Killing Harmony':'https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/DanganronpaV3KillingHarmony'
Danny Phantom,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/DannyPhantom,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Danny Phantom':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/DannyPhantom'
Daredevil (2015),https://tvtropes.org/pmwiki/pmwiki.php/Series/Daredevil2015,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/LiveActionTV,'Daredevil (2015)':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Daredevil2015'
Dark Souls,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DarkSouls,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Dark Souls':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DarkSouls'
Darkstalkers,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Darkstalkers,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Darkstalkers':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Darkstalkers'
Deadpool,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Deadpool,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/ComicBooks,'Deadpool':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Deadpool'
Death Note,https://tvtropes.org/pmwiki/pmwiki.php/Manga/DeathNote,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Death Note':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/DeathNote'
Deathly Hallows,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HarryPotterAndTheDeathlyHallows,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Deathly Hallows':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HarryPotterAndTheDeathlyHallows'
Deep Rise,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/DeepRise,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,'Deep Rise':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/DeepRise'
Deep Space 9,https://tvtropes.org/pmwiki/pmwiki.php/Series/StarTrekDeepSpaceNine,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Deep Space 9':'https://tvtropes.org/pmwiki/pmwiki.php/Series/StarTrekDeepSpaceNine'
Demons,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/DemonTheDescent,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/TabletopGames,'Demons':'https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/DemonTheDescent'
Destiny,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Destiny,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Destiny':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Destiny'
Destiny 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Destiny2,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Destiny 2':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Destiny2'
Destroy All Humans!,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DestroyAllHumans,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Destroy All Humans!':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DestroyAllHumans'
Digimon Ghost Game,https://tvtropes.org/pmwiki/pmwiki.php/Anime/DigimonGhostGame,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Digimon Ghost Game':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/DigimonGhostGame'
Digimon Tamers,https://tvtropes.org/pmwiki/pmwiki.php/Anime/DigimonTamers,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/AnimeAndManga,'Digimon Tamers':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/DigimonTamers'
Dirge for Prester John,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DirgeForPresterJohn,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Dirge for Prester John':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/DirgeForPresterJohn'
Doc Rat,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/DocRat,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Webcomics,'Doc Rat':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/DocRat'
Doctor Strange,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/DoctorStrange,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/ComicBooks,'Doctor Strange':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/DoctorStrange'
Doctor Who,https://tvtropes.org/pmwiki/pmwiki.php/Series/DoctorWho,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/FanWorks,'Doctor Who':'https://tvtropes.org/pmwiki/pmwiki.php/Series/DoctorWho'
Dominion of Darkness,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DominionOfDarkness,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/VideoGames,'Dominion of Darkness':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/DominionOfDarkness'
Dora Wilk Series,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DoraWilkSeries,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Dora Wilk Series':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/DoraWilkSeries'
Double Homework,https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/DoubleHomework,https://tvtropes.org/pmwiki/pmwiki.php/Main/BlueAndOrangeMorality,'Double Homework':'https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/DoubleHomework'
Double Star,https://tvtropes.org/pmwiki/pmwiki.php/Literature/DoubleStar,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Double Star':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/DoubleStar'
Draco Tavern,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheDracoTavern,https://tvtropes.org/pmwiki/pmwiki.php/BlueAndOrangeMorality/Literature,'Draco Tavern':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheDracoTavern'
